INCIDENT DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,VIOLATION TYPE,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED?,VEHICLE SEARCHED?,ADDITIONAL ARREST?,PHYSICAL FORCE BY OFFICER,PHYSICAL FORCE BY SUBJECT,RESIDENCY
8/7/2021 0:00,Norfolk Police Department,NORFOLK,CALLS FOR SERVICE,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,39,MALE,YES,CITATION/SUMMONS,,25-191,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,73,MALE,YES,CITATION/SUMMONS,,25-217,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,CITATION/SUMMONS,,25-217,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,27,FEMALE,YES,NO ENFORCEMENT ACTION,,,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,CALLS FOR SERVICE,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,31,MALE,YES,CITATION/SUMMONS,,25-155,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,CALLS FOR SERVICE,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,26,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,28,FEMALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,25,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,27,MALE,NO,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,42,FEMALE,YES,CITATION/SUMMONS,,46.2-600,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,61,MALE,YES,WARNING,,46.2-1003,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,FEMALE,YES,WARNING,,25-224,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,MALE,YES,ARREST,,46.2-852,,YES,YES,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,22,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Out of State resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,28,FEMALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,55,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,17,MALE,YES,WARNING,,46.2-870,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,41,FEMALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,52,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,27,MALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,51,MALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,37,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,36,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,FEMALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,36,MALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,58,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,34,FEMALE,YES,WARNING,,46.2-821,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,57,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,23,MALE,YES,WARNING,,46.2-821,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,42,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,52,MALE,YES,WARNING,,18.2-266,,NO,NO,,NO,NO,
8/7/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,46,MALE,YES,WARNING,,46.2-821,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,19,FEMALE,YES,ARREST,,46.2-862,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,40,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,49,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,32,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,37,FEMALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,30,MALE,YES,NO ENFORCEMENT ACTION,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,32,FEMALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,25,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TERRY STOP,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,29,FEMALE,YES,WARNING,,18.2-108,,NO,NO,,NO,NO,
8/7/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,FEMALE,YES,WARNING,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,53,MALE,YES,CITATION/SUMMONS,,46.2-715,,YES,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,53,MALE,YES,WARNING,,46.2-818,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,FEMALE,YES,WARNING,,46.2-818,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,47,MALE,YES,WARNING,,46.2-818,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,MALE,YES,CITATION/SUMMONS,,46.2-818,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,EQUIPMENT VIOLATION,Driver,WHITE,UNKNOWN,32,FEMALE,YES,CITATION/SUMMONS,,46.2-600,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,WARNING,,46.2-821,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,45,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,55,MALE,YES,CITATION/SUMMONS,,46.2-1094,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,26,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,43,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,53,MALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,41,MALE,YES,CITATION/SUMMONS,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,CITATION/SUMMONS,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,71,FEMALE,YES,WARNING,,46.2-877,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,MALE,YES,WARNING,,46.2-1011,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,56,MALE,YES,WARNING,,46.2-1013,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,WARNING,,46.2-301,,YES,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,36,MALE,YES,WARNING,,46.2-612,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,WARNING,,46.2-612,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,OTHER,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,18,MALE,YES,NO ENFORCEMENT ACTION,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,17,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,24,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,40,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TERRY STOP,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,31,MALE,NO,WARNING,,46.2-646,,NO,YES,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,WHITE,NON-HISPANIC,61,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,18,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,30,MALE,YES,WARNING,,46.2-821,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,40,FEMALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,MALE,YES,CITATION/SUMMONS,,46.2-830,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,40,MALE,YES,WARNING,,46.2-848,,NO,YES,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,25,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,18,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,NO ENFORCEMENT ACTION,,46.2-870,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,23,MALE,YES,WARNING,,46.2-878,,NO,NO,,NO,NO,
8/7/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,30,MALE,YES,WARNING,,46.2-879,,NO,NO,,NO,NO,
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,32,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,36,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,22,FEMALE,YES,CITATION/SUMMONS,,46.2-816,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-861,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,20,MALE,YES,CITATION/SUMMONS,,46.2-864,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,29,FEMALE,YES,CITATION/SUMMONS,,46.2-833,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,FEMALE,YES,CITATION/SUMMONS,,46.2-804,,YES,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,21,MALE,YES,CITATION/SUMMONS,,46.2-1030,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,25,MALE,YES,CITATION/SUMMONS,,46.2-300,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,EQUIPMENT VIOLATION,Driver,WHITE,UNKNOWN,38,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,23,MALE,YES,CITATION/SUMMONS,,46.2-1030,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,FEMALE,YES,CITATION/SUMMONS,,46.2-1078,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,38,MALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,28,FEMALE,YES,CITATION/SUMMONS,,46.2-1030,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,20,FEMALE,YES,CITATION/SUMMONS,,46.2-1030,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-902.1,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,27,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,29,FEMALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,26,FEMALE,YES,CITATION/SUMMONS,,46.2-833,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,17,FEMALE,YES,CITATION/SUMMONS,,46.2-816,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,26,FEMALE,YES,CITATION/SUMMONS,,46.2-722,,NO,NO,,NO,NO,Unknown
8/7/2021 0:00,James City County Police Dept,JAMES CITY CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,32,MALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,James City County Police Dept,JAMES CITY CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,31,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,James City County Police Dept,JAMES CITY CO,TRAFFIC VIOLATION,Driver,ASIAN/PACIFIC ISLANDER,NON-HISPANIC,32,MALE,YES,CITATION/SUMMONS,,46.2-833,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,James City County Police Dept,JAMES CITY CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,46,FEMALE,YES,WARNING,,46.2-833.1,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
8/7/2021 0:00,James City County Police Dept,JAMES CITY CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,25,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,Resident of town/city/county of stop
8/7/2021 0:00,Kingsmill Police Department,JAMES CITY CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,FEMALE,YES,WARNING,,46.2-916.1,,NO,NO,,NO,NO,
